"","County","State","GEOID","State.Code","Region","Division","giniE","HUEST","rentBurdenPerc","ownBurdenPerc"
"1","Baldwin County","Alabama","01003","AL","South","East South Central",0.46,119412,49.94,26.05
"2","Calhoun County","Alabama","01015","AL","South","East South Central",0.46,53796,46.95,23.44
"3","Cullman County","Alabama","01043","AL","South","East South Central",0.4,38252,33.5,24.52
"4","Elmore County","Alabama","01051","AL","South","East South Central",0.45,34475,58.41,16.26
"5","Etowah County","Alabama","01055","AL","South","East South Central",0.5,47855,47.22,25.64
"6","Houston County","Alabama","01069","AL","South","East South Central",0.49,48134,47.15,21.6
"7","DeKalb County","Alabama","01049","AL","South","East South Central",0.45,31593,45.29,19.01
"8","Lauderdale County","Alabama","01077","AL","South","East South Central",0.45,45611,43.74,23.32
"9","Lee County","Alabama","01081","AL","South","East South Central",0.52,71225,49.75,25.03
"10","Limestone County","Alabama","01083","AL","South","East South Central",0.44,36526,42.95,16.06
"11","Jefferson County","Alabama","01073","AL","South","East South Central",0.5,309697,50.23,25.83
"12","Marshall County","Alabama","01095","AL","South","East South Central",0.45,40791,43.18,24.03
"13","Mobile County","Alabama","01097","AL","South","East South Central",0.46,185035,53.54,22.91
"14","Montgomery County","Alabama","01101","AL","South","East South Central",0.46,105317,43.52,22.64
"15","Morgan County","Alabama","01103","AL","South","East South Central",0.46,52398,36.66,22.05
"16","St. Clair County","Alabama","01115","AL","South","East South Central",0.39,37258,29.7,19.57
"17","Shelby County","Alabama","01117","AL","South","East South Central",0.45,89133,40.52,21.65
"18","Talladega County","Alabama","01121","AL","South","East South Central",0.46,38092,47.65,27.67
"19","Tuscaloosa County","Alabama","01125","AL","South","East South Central",0.48,92792,58.07,20.3
"20","Walker County","Alabama","01127","AL","South","East South Central",0.44,31352,53.51,21.48
"21","Madison County","Alabama","01089","AL","South","East South Central",0.45,166516,44.39,16.63
"22","Fairbanks North Star Borough","Alaska","02090","AK","West","Pacific",0.43,44305,50.79,29.97
"23","Anchorage Municipality","Alaska","02020","AK","West","Pacific",0.44,119276,44.68,25.95
"24","Matanuska-Susitna Borough","Alaska","02170","AK","West","Pacific",0.41,42120,55.47,29.83
"25","Pinal County","Arizona","04021","AZ","West","Mountain",0.41,181388,45.12,28.14
"26","Yuma County","Arizona","04027","AZ","West","Mountain",0.45,94641,46.26,29.01
"27","Cochise County","Arizona","04003","AZ","West","Mountain",0.44,61601,35.7,23.52
"28","Coconino County","Arizona","04005","AZ","West","Mountain",0.48,67504,52.97,25.66
"29","Yavapai County","Arizona","04025","AZ","West","Mountain",0.44,120646,47.96,32.02
"30","Apache County","Arizona","04001","AZ","West","Mountain",0.51,33023,17.55,53.93
"31","Navajo County","Arizona","04017","AZ","West","Mountain",0.45,58502,37.75,31.27
"32","Pima County","Arizona","04019","AZ","West","Mountain",0.47,466299,49.66,25.17
"33","Maricopa County","Arizona","04013","AZ","West","Mountain",0.45,1789190,46.68,24.45
"34","Mohave County","Arizona","04015","AZ","West","Mountain",0.42,116207,45.67,28.84
"35","Benton County","Arkansas","05007","AR","South","West South Central",0.46,112183,38.63,18.55
"36","Craighead County","Arkansas","05031","AR","South","West South Central",0.48,46934,51.27,17.95
"37","Faulkner County","Arkansas","05045","AR","South","West South Central",0.48,50609,48.83,20.43
"38","Jefferson County","Arkansas","05069","AR","South","West South Central",0.47,33394,53.65,24.12
"39","Lonoke County","Arkansas","05085","AR","South","West South Central",0.41,30115,43.13,18.37
"40","Pulaski County","Arkansas","05119","AR","South","West South Central",0.5,186437,43.74,23.9
"41","Saline County","Arkansas","05125","AR","South","West South Central",0.39,49584,41.63,16.86
"42","Sebastian County","Arkansas","05131","AR","South","West South Central",0.46,57407,41.21,23.11
"43","Washington County","Arkansas","05143","AR","South","West South Central",0.47,96310,42.08,15.16
"44","White County","Arkansas","05145","AR","South","West South Central",0.46,34035,47.6,25.3
"45","Garland County","Arkansas","05051","AR","South","West South Central",0.47,51015,42.05,27.31
"46","El Dorado County","California","06017","CA","West","Pacific",0.48,91660,62.57,33.69
"47","Fresno County","California","06019","CA","West","Pacific",0.47,336473,55.42,33.78
"48","Alameda County","California","06001","CA","West","Pacific",0.46,622922,47.88,33.38
"49","Butte County","California","06007","CA","West","Pacific",0.52,86209,53.51,26.27
"50","Contra Costa County","California","06013","CA","West","Pacific",0.47,418707,51.48,35.45
"51","Napa County","California","06055","CA","West","Pacific",0.47,55647,49.84,37.41
"52","Nevada County","California","06057","CA","West","Pacific",0.47,54809,70.1,40.97
"53","Humboldt County","California","06023","CA","West","Pacific",0.51,63727,60.49,33.54
"54","Imperial County","California","06025","CA","West","Pacific",0.46,58280,51.93,33.86
"55","Kern County","California","06029","CA","West","Pacific",0.47,302898,57.64,35.67
"56","Kings County","California","06031","CA","West","Pacific",0.41,46965,49.03,28.94
"57","Lake County","California","06033","CA","West","Pacific",0.48,34572,46.07,40.36
"58","Los Angeles County","California","06037","CA","West","Pacific",0.49,3579329,56.49,42.72
"59","Madera County","California","06039","CA","West","Pacific",0.45,51438,50.75,28.85
"60","Marin County","California","06041","CA","West","Pacific",0.53,113344,54.83,39.61
"61","Mendocino County","California","06045","CA","West","Pacific",0.46,41027,53.24,43.34
"62","Merced County","California","06047","CA","West","Pacific",0.44,86388,43.33,28.33
"63","Monterey County","California","06053","CA","West","Pacific",0.45,143201,55.77,40.93
"64","Santa Clara County","California","06085","CA","West","Pacific",0.47,686266,44.72,31.88
"65","Santa Cruz County","California","06087","CA","West","Pacific",0.48,107149,53.8,38.35
"66","Shasta County","California","06089","CA","West","Pacific",0.46,78618,43.11,33.57
"67","Solano County","California","06095","CA","West","Pacific",0.41,159806,51.27,33.14
"68","Sonoma County","California","06097","CA","West","Pacific",0.45,208305,53.62,38.91
"69","Stanislaus County","California","06099","CA","West","Pacific",0.42,182978,53.05,35.72
"70","Sutter County","California","06101","CA","West","Pacific",0.46,34583,57.51,24.22
"71","Tehama County","California","06103","CA","West","Pacific",0.46,27840,46.53,27.66
"72","Tulare County","California","06107","CA","West","Pacific",0.44,151603,48.42,31.62
"73","Ventura County","California","06111","CA","West","Pacific",0.44,291512,57.58,37.82
"74","Yolo County","California","06113","CA","West","Pacific",0.51,79263,51.82,28.52
"75","Yuba County","California","06115","CA","West","Pacific",0.45,29049,51.76,34.74
"76","San Mateo County","California","06081","CA","West","Pacific",0.49,280450,44.39,32.98
"77","Santa Barbara County","California","06083","CA","West","Pacific",0.5,159246,57.44,36.28
"78","Riverside County","California","06065","CA","West","Pacific",0.45,857148,56.28,37.37
"79","Sacramento County","California","06067","CA","West","Pacific",0.44,578937,54.42,32.44
"80","Orange County","California","06059","CA","West","Pacific",0.46,1118110,54.14,37.27
"81","Placer County","California","06061","CA","West","Pacific",0.44,168919,51.69,28.91
"82","San Francisco County","California","06075","CA","West","Pacific",0.5,406413,32.47,37.32
"83","San Joaquin County","California","06077","CA","West","Pacific",0.45,248636,52.66,34.5
"84","San Bernardino County","California","06071","CA","West","Pacific",0.43,731400,55.44,36.81
"85","San Diego County","California","06073","CA","West","Pacific",0.46,1233777,55.71,38.88
"86","San Luis Obispo County","California","06079","CA","West","Pacific",0.45,123963,55.78,40.85
"87","Boulder County","Colorado","08013","CO","West","Mountain",0.5,140551,55.02,27.05
"88","Broomfield County","Colorado","08014","CO","West","Mountain",0.41,29675,36.43,20.55
"89","Adams County","Colorado","08001","CO","West","Mountain",0.4,178519,53.37,30.93
"90","Arapahoe County","Colorado","08005","CO","West","Mountain",0.44,257325,50.02,28.48
"91","El Paso County","Colorado","08041","CO","West","Mountain",0.43,280718,51.12,28.21
"92","Jefferson County","Colorado","08059","CO","West","Mountain",0.43,245087,49.49,23.36
"93","Denver County","Colorado","08031","CO","West","Mountain",0.48,338341,46.39,29.1
"94","Douglas County","Colorado","08035","CO","West","Mountain",0.4,132251,51.75,23.61
"95","Pueblo County","Colorado","08101","CO","West","Mountain",0.45,71906,54.74,25.63
"96","Weld County","Colorado","08123","CO","West","Mountain",0.41,115897,52.38,27.36
"97","Larimer County","Colorado","08069","CO","West","Mountain",0.45,154429,54.04,30.6
"98","Mesa County","Colorado","08077","CO","West","Mountain",0.44,68124,51.02,26.59
"99","Middlesex County","Connecticut","09007","CT","Northeast","New England",0.45,76649,52.7,36.13
"100","New Haven County","Connecticut","09009","CT","Northeast","New England",0.48,368670,52.93,29.77
"101","Fairfield County","Connecticut","09001","CT","Northeast","New England",0.54,375360,49.13,34.87
"102","Hartford County","Connecticut","09003","CT","Northeast","New England",0.48,381401,47.34,27.7
"103","Litchfield County","Connecticut","09005","CT","Northeast","New England",0.46,88428,46.92,31.71
"104","New London County","Connecticut","09011","CT","Northeast","New England",0.44,124233,45.81,27.78
"105","Tolland County","Connecticut","09013","CT","Northeast","New England",0.46,60285,38.77,25.58
"106","Windham County","Connecticut","09015","CT","Northeast","New England",0.45,49966,48.65,30.95
"107","Kent County","Delaware","10001","DE","South","South Atlantic",0.42,74462,61.89,26.24
"108","New Castle County","Delaware","10003","DE","South","South Atlantic",0.45,225245,44.81,24.14
"109","Sussex County","Delaware","10005","DE","South","South Atlantic",0.46,144074,52.33,26.69
"110","District of Columbia","District of Columbia","11001","DC","South","South Atlantic",0.51,322793,42.73,25.3
"111","Collier County","Florida","12021","FL","South","South Atlantic",0.54,222284,56.54,31.73
"112","Charlotte County","Florida","12015","FL","South","South Atlantic",0.46,107124,58.61,33.62
"113","Citrus County","Florida","12017","FL","South","South Atlantic",0.45,80895,54.08,36.44
"114","Clay County","Florida","12019","FL","South","South Atlantic",0.39,82617,48.61,17.98
"115","Indian River County","Florida","12061","FL","South","South Atlantic",0.5,82252,55.02,31.07
"116","Lake County","Florida","12069","FL","South","South Atlantic",0.42,163586,59.67,27.43
"117","Lee County","Florida","12071","FL","South","South Atlantic",0.47,408561,55.59,30.13
"118","Leon County","Florida","12073","FL","South","South Atlantic",0.49,132789,56.2,25.48
"119","Manatee County","Florida","12081","FL","South","South Atlantic",0.47,198819,56,30.49
"120","Marion County","Florida","12083","FL","South","South Atlantic",0.44,173190,49.03,26.31
"121","Columbia County","Florida","12023","FL","South","South Atlantic",0.45,29300,47.96,27.81
"122","Duval County","Florida","12031","FL","South","South Atlantic",0.47,418708,48.86,26.94
"123","Escambia County","Florida","12033","FL","South","South Atlantic",0.47,143228,44.02,28.96
"124","Flagler County","Florida","12035","FL","South","South Atlantic",0.44,53833,57.73,35.36
"125","Hernando County","Florida","12053","FL","South","South Atlantic",0.41,88708,55.24,29.05
"126","Highlands County","Florida","12055","FL","South","South Atlantic",0.46,56107,49.04,25.63
"127","Hillsborough County","Florida","12057","FL","South","South Atlantic",0.47,599456,51.71,29.34
"128","Palm Beach County","Florida","12099","FL","South","South Atlantic",0.51,693140,58.64,35.42
"129","Pasco County","Florida","12101","FL","South","South Atlantic",0.44,250658,54.44,29.66
"130","Pinellas County","Florida","12103","FL","South","South Atlantic",0.48,511756,53,29.7
"131","Polk County","Florida","12105","FL","South","South Atlantic",0.45,304429,51.61,30.98
"132","Putnam County","Florida","12107","FL","South","South Atlantic",0.43,37611,43.52,22.16
"133","St. Johns County","Florida","12109","FL","South","South Atlantic",0.46,116385,51.8,25.8
"134","Martin County","Florida","12085","FL","South","South Atlantic",0.53,80784,48.22,31.76
"135","Miami-Dade County","Florida","12086","FL","South","South Atlantic",0.52,1040666,62.28,44.27
"136","Monroe County","Florida","12087","FL","South","South Atlantic",0.51,53892,58.09,51.01
"137","Nassau County","Florida","12089","FL","South","South Atlantic",0.41,41234,50.97,28.11
"138","Okaloosa County","Florida","12091","FL","South","South Atlantic",0.43,98619,52.96,25.61
"139","Orange County","Florida","12095","FL","South","South Atlantic",0.47,556896,54.61,31.69
"140","Osceola County","Florida","12097","FL","South","South Atlantic",0.43,162661,69.46,39.88
"141","Alachua County","Florida","12001","FL","South","South Atlantic",0.5,120226,57.55,23.38
"142","Bay County","Florida","12005","FL","South","South Atlantic",0.42,104768,45.06,33.69
"143","Brevard County","Florida","12009","FL","South","South Atlantic",0.44,282833,50.71,32.3
"144","Broward County","Florida","12011","FL","South","South Atlantic",0.49,828521,62.26,39.26
"145","Santa Rosa County","Florida","12113","FL","South","South Atlantic",0.45,74433,50.52,28.79
"146","Sarasota County","Florida","12115","FL","South","South Atlantic",0.47,249415,52.37,32.34
"147","Seminole County","Florida","12117","FL","South","South Atlantic",0.45,193936,50.8,25.34
"148","St. Lucie County","Florida","12111","FL","South","South Atlantic",0.42,146068,51.35,32.84
"149","Volusia County","Florida","12127","FL","South","South Atlantic",0.45,264113,54.23,33.32
"150","Walton County","Florida","12131","FL","South","South Atlantic",0.44,54801,62.58,36.46
"151","Sumter County","Florida","12119","FL","South","South Atlantic",0.46,74242,71.86,29.77
"152","Chatham County","Georgia","13051","GA","South","South Atlantic",0.49,127433,50.99,24.81
"153","Carroll County","Georgia","13045","GA","South","South Atlantic",0.4,46013,46.89,21.52
"154","Catoosa County","Georgia","13047","GA","South","South Atlantic",0.4,27735,37.8,22.7
"155","Dougherty County","Georgia","13095","GA","South","South Atlantic",0.51,40507,61.9,40.26
"156","Douglas County","Georgia","13097","GA","South","South Atlantic",0.42,53384,45.39,30.49
"157","Fayette County","Georgia","13113","GA","South","South Atlantic",0.44,43488,44.69,24.78
"158","Floyd County","Georgia","13115","GA","South","South Atlantic",0.47,40774,50.29,20.98
"159","Forsyth County","Georgia","13117","GA","South","South Atlantic",0.39,87537,46.38,17.93
"160","Fulton County","Georgia","13121","GA","South","South Atlantic",0.53,488670,46.68,22.12
"161","Cherokee County","Georgia","13057","GA","South","South Atlantic",0.4,97492,54.26,19.75
"162","Clarke County","Georgia","13059","GA","South","South Atlantic",0.54,53633,56.57,27.06
"163","Clayton County","Georgia","13063","GA","South","South Atlantic",0.39,106360,47.22,34.05
"164","Cobb County","Georgia","13067","GA","South","South Atlantic",0.45,304819,47.91,22.61
"165","Columbia County","Georgia","13073","GA","South","South Atlantic",0.4,59836,25.26,19.81
"166","Coweta County","Georgia","13077","GA","South","South Atlantic",0.41,56539,57.86,20.94
"167","DeKalb County","Georgia","13089","GA","South","South Atlantic",0.49,317646,56.71,26.51
"168","Muscogee County","Georgia","13215","GA","South","South Atlantic",0.52,85235,44.13,31.97
"169","Newton County","Georgia","13217","GA","South","South Atlantic",0.43,40262,51.93,26.21
"170","Paulding County","Georgia","13223","GA","South","South Atlantic",0.35,59634,36,23.06
"171","Richmond County","Georgia","13245","GA","South","South Atlantic",0.46,89459,56.88,28.13
"172","Rockdale County","Georgia","13247","GA","South","South Atlantic",0.43,34080,64.39,26.03
"173","Spalding County","Georgia","13255","GA","South","South Atlantic",0.46,27795,43.82,25.03
"174","Glynn County","Georgia","13127","GA","South","South Atlantic",0.48,44004,41.63,24.41
"175","Gwinnett County","Georgia","13135","GA","South","South Atlantic",0.42,316334,52.25,24.69
"176","Hall County","Georgia","13139","GA","South","South Atlantic",0.48,76167,42.11,24.09
"177","Henry County","Georgia","13151","GA","South","South Atlantic",0.39,84536,42.8,20.43
"178","Houston County","Georgia","13153","GA","South","South Atlantic",0.41,65050,42.02,21.98
"179","Jackson County","Georgia","13157","GA","South","South Atlantic",0.47,26778,53.29,27.88
"180","Lowndes County","Georgia","13185","GA","South","South Atlantic",0.46,49490,45.35,24.35
"181","Barrow County","Georgia","13013","GA","South","South Atlantic",0.38,29782,37.14,24.81
"182","Bartow County","Georgia","13015","GA","South","South Atlantic",0.45,42298,43.85,18.94
"183","Bibb County","Georgia","13021","GA","South","South Atlantic",0.52,70019,55.13,29.12
"184","Bulloch County","Georgia","13031","GA","South","South Atlantic",0.43,31851,41.04,25.27
"185","Walker County","Georgia","13295","GA","South","South Atlantic",0.42,30531,45.78,23.89
"186","Walton County","Georgia","13297","GA","South","South Atlantic",0.4,34799,45.42,18.85
"187","Whitfield County","Georgia","13313","GA","South","South Atlantic",0.46,40371,40.43,20.84
"188","Troup County","Georgia","13285","GA","South","South Atlantic",0.48,28732,55.35,28.08
"189","Honolulu County","Hawaii","15003","HI","West","Pacific",0.43,354677,54.73,40.64
"190","Kauai County","Hawaii","15007","HI","West","Pacific",0.42,31577,39.42,46.48
"191","Maui County","Hawaii","15009","HI","West","Pacific",0.43,74561,51.3,46.08
"192","Hawaii County","Hawaii","15001","HI","West","Pacific",0.46,89346,51.71,37.22
"193","Ada County","Idaho","16001","ID","West","Mountain",0.44,192630,47.37,22.54
"194","Kootenai County","Idaho","16055","ID","West","Mountain",0.39,74624,40.43,27.9
"195","Twin Falls County","Idaho","16083","ID","West","Mountain",0.44,34199,37.87,26.35
"196","Canyon County","Idaho","16027","ID","West","Mountain",0.4,80055,50.63,23.02
"197","Bonneville County","Idaho","16019","ID","West","Mountain",0.45,44564,52.43,20.62
"198","Bannock County","Idaho","16005","ID","West","Mountain",0.42,34852,43.48,19.11
"199","Kendall County","Illinois","17093","IL","Midwest","East North Central",0.33,42894,NA,24.54
"200","Lake County","Illinois","17097","IL","Midwest","East North Central",0.48,265507,45.23,25.43
"201","Kankakee County","Illinois","17091","IL","Midwest","East North Central",0.4,45747,52.75,22.79
"202","McHenry County","Illinois","17111","IL","Midwest","East North Central",0.4,119173,44.19,24.43
"203","McLean County","Illinois","17113","IL","Midwest","East North Central",0.48,72764,39.13,15.42
"204","Adams County","Illinois","17001","IL","Midwest","East North Central",0.41,30244,44.9,12.22
"205","Champaign County","Illinois","17019","IL","Midwest","East North Central",0.48,94690,49.34,21.88
"206","Cook County","Illinois","17031","IL","Midwest","East North Central",0.51,2204019,46.55,31.55
"207","DeKalb County","Illinois","17037","IL","Midwest","East North Central",0.44,41308,49.65,24.73
"208","DuPage County","Illinois","17043","IL","Midwest","East North Central",0.45,362182,45.12,25.58
"209","Kane County","Illinois","17089","IL","Midwest","East North Central",0.44,190970,47.52,24.65
"210","Vermilion County","Illinois","17183","IL","Midwest","East North Central",0.44,36100,34.57,25.92
"211","Will County","Illinois","17197","IL","Midwest","East North Central",0.4,246655,52.36,26.21
"212","Williamson County","Illinois","17199","IL","Midwest","East North Central",0.44,31570,36.52,15.6
"213","Winnebago County","Illinois","17201","IL","Midwest","East North Central",0.44,125708,44.55,20.17
"214","LaSalle County","Illinois","17099","IL","Midwest","East North Central",0.42,50176,38.34,22.75
"215","Peoria County","Illinois","17143","IL","Midwest","East North Central",0.5,83631,45.45,23.67
"216","Rock Island County","Illinois","17161","IL","Midwest","East North Central",0.42,66171,43.65,19.45
"217","Macon County","Illinois","17115","IL","Midwest","East North Central",0.48,50305,47.67,15.86
"218","Madison County","Illinois","17119","IL","Midwest","East North Central",0.45,120024,46.81,18.31
"219","Tazewell County","Illinois","17179","IL","Midwest","East North Central",0.4,58958,41.4,17.82
"220","St. Clair County","Illinois","17163","IL","Midwest","East North Central",0.46,121079,41.72,21.8
"221","Sangamon County","Illinois","17167","IL","Midwest","East North Central",0.45,92278,45.29,16.63
"222","Boone County","Indiana","18011","IN","Midwest","East North Central",0.55,27992,42.71,23.33
"223","Bartholomew County","Indiana","18005","IN","Midwest","East North Central",0.43,34687,40.87,12.54
"224","Vanderburgh County","Indiana","18163","IN","Midwest","East North Central",0.48,84629,40.95,20.45
"225","Vigo County","Indiana","18167","IN","Midwest","East North Central",0.49,47535,55.52,19.39
"226","Wayne County","Indiana","18177","IN","Midwest","East North Central",0.41,31523,37.57,17.97
"227","Allen County","Indiana","18003","IN","Midwest","East North Central",0.44,160687,39.66,16.87
"228","Lake County","Indiana","18089","IN","Midwest","East North Central",0.46,214685,44.79,20.25
"229","LaPorte County","Indiana","18091","IN","Midwest","East North Central",0.43,49315,51.69,17.04
"230","Madison County","Indiana","18095","IN","Midwest","East North Central",0.41,59164,39.22,13.29
"231","Marion County","Indiana","18097","IN","Midwest","East North Central",0.49,426024,51.23,22.76
"232","Monroe County","Indiana","18105","IN","Midwest","East North Central",0.48,62390,60.32,20.09
"233","Morgan County","Indiana","18109","IN","Midwest","East North Central",0.45,28650,52.92,15.25
"234","Porter County","Indiana","18127","IN","Midwest","East North Central",0.42,69853,44.35,19.2
"235","St. Joseph County","Indiana","18141","IN","Midwest","East North Central",0.48,117522,51.94,19.46
"236","Tippecanoe County","Indiana","18157","IN","Midwest","East North Central",0.48,78324,55.87,18.91
"237","Hamilton County","Indiana","18057","IN","Midwest","East North Central",0.44,132345,37.57,16.29
"238","Hancock County","Indiana","18059","IN","Midwest","East North Central",0.4,31171,36.51,26.21
"239","Hendricks County","Indiana","18063","IN","Midwest","East North Central",0.41,63952,34.84,15.42
"240","Howard County","Indiana","18067","IN","Midwest","East North Central",0.39,39847,35.79,17.2
"241","Johnson County","Indiana","18081","IN","Midwest","East North Central",0.42,62521,35.81,13.91
"242","Kosciusko County","Indiana","18085","IN","Midwest","East North Central",0.42,39085,44.76,17.49
"243","Elkhart County","Indiana","18039","IN","Midwest","East North Central",0.45,79756,49.55,25.64
"244","Floyd County","Indiana","18043","IN","Midwest","East North Central",0.43,33159,46.93,16.4
"245","Clark County","Indiana","18019","IN","Midwest","East North Central",0.42,51683,53.19,19.23
"246","Delaware County","Indiana","18035","IN","Midwest","East North Central",0.47,52713,52.95,17.61
"247","Grant County","Indiana","18053","IN","Midwest","East North Central",0.43,30527,38.73,18.45
"248","Dallas County","Iowa","19049","IA","Midwest","West North Central",0.41,38984,33.36,11.95
"249","Dubuque County","Iowa","19061","IA","Midwest","West North Central",0.44,41760,46.32,21.83
"250","Johnson County","Iowa","19103","IA","Midwest","West North Central",0.53,66257,58.36,19.52
"251","Scott County","Iowa","19163","IA","Midwest","West North Central",0.47,74929,43.27,18.22
"252","Black Hawk County","Iowa","19013","IA","Midwest","West North Central",0.47,58457,44.72,19.65
"253","Polk County","Iowa","19153","IA","Midwest","West North Central",0.43,207878,41.85,21.18
"254","Pottawattamie County","Iowa","19155","IA","Midwest","West North Central",0.42,40101,44.85,16.01
"255","Linn County","Iowa","19113","IA","Midwest","West North Central",0.43,98821,39.55,17.3
"256","Woodbury County","Iowa","19193","IA","Midwest","West North Central",0.41,42518,35.98,15.87
"257","Story County","Iowa","19169","IA","Midwest","West North Central",0.47,41317,49.46,17.7
"258","Shawnee County","Kansas","20177","KS","Midwest","West North Central",0.44,80227,42.54,16.41
"259","Wyandotte County","Kansas","20209","KS","Midwest","West North Central",0.42,68397,55.2,30.8
"260","Butler County","Kansas","20015","KS","Midwest","West North Central",0.44,27221,45.44,21.86
"261","Douglas County","Kansas","20045","KS","Midwest","West North Central",0.46,51778,40.71,16.3
"262","Johnson County","Kansas","20091","KS","Midwest","West North Central",0.43,248495,37.57,17.5
"263","Leavenworth County","Kansas","20103","KS","Midwest","West North Central",0.39,30242,38.56,17.44
"264","Riley County","Kansas","20161","KS","Midwest","West North Central",0.46,31409,51.47,25.62
"265","Sedgwick County","Kansas","20173","KS","Midwest","West North Central",0.45,222269,45.52,19.9
"266","Oldham County","Kentucky","21185","KY","South","East South Central",0.45,22491,NA,20.85
"267","Warren County","Kentucky","21227","KY","South","East South Central",0.48,55942,44.17,18.28
"268","Christian County","Kentucky","21047","KY","South","East South Central",0.47,29987,47.32,21.43
"269","Boone County","Kentucky","21015","KY","South","East South Central",0.41,50589,42.31,16.14
"270","Bullitt County","Kentucky","21029","KY","South","East South Central",0.38,32263,26.35,20.17
"271","Campbell County","Kentucky","21037","KY","South","East South Central",0.48,40857,48.75,19.14
"272","Jefferson County","Kentucky","21111","KY","South","East South Central",0.47,349321,43.16,22.28
"273","Daviess County","Kentucky","21059","KY","South","East South Central",0.48,43481,50.5,23.53
"274","Fayette County","Kentucky","21067","KY","South","East South Central",0.48,144094,47.66,19.81
"275","Hardin County","Kentucky","21093","KY","South","East South Central",0.41,47248,27.98,19.48
"276","Kenton County","Kentucky","21117","KY","South","East South Central",0.44,69894,39.23,11.74
"277","McCracken County","Kentucky","21145","KY","South","East South Central",0.51,32300,45.16,20.1
"278","Madison County","Kentucky","21151","KY","South","East South Central",0.49,37294,51.24,16.24
"279","Ascension Parish","Louisiana","22005","LA","South","West South Central",0.43,49462,49.71,12.94
"280","Rapides Parish","Louisiana","22079","LA","South","West South Central",0.47,58721,43.42,23.95
"281","St. Landry Parish","Louisiana","22097","LA","South","West South Central",0.47,37241,40.24,26.93
"282","Bossier Parish","Louisiana","22015","LA","South","West South Central",0.47,58307,54.49,28.88
"283","Caddo Parish","Louisiana","22017","LA","South","West South Central",0.54,113577,58.08,26.27
